2011/11/09,3,4,15
2011/11/09,4,9,15
2011/11/09,5,8,15
2011/11/09,6,12,15
2011/11/09,7,3,15
2011/11/09,8,13,14
2011/11/09,9,10,19
2011/11/09,10,14,19
2011/11/09,11,6,15
2011/11/09,12,8,14
2011/11/09,13,10,15
2011/11/09,14,3,17
2011/11/09,15,6,14
2011/11/09,16,17,19
2011/11/09,17,5,15
2011/11/09,18,2,14
2011/11/09,20,19,19
2011/11/09,21,7,25
2011/11/09,22,20,45
2011/11/09,23,8,19
2011/11/09,24,4,18
2011/11/09,25,9,10
2011/11/09,26,3,12
2011/11/09,27,7,15
2011/11/09,29,6,15
2011/11/09,30,7,14
2011/11/09,31,1,15
2011/11/09,32,11,11
2011/11/09,33,4,16
2011/11/09,34,3,15
2011/11/09,35,1,10
2011/11/09,36,21,23
2011/11/09,37,11,15
2011/11/09,38,27,44
2011/11/09,39,18,19
2011/11/09,40,13,14
2011/11/09,41,14,18
2011/11/09,42,4,19
2011/11/09,43,3,15
2011/11/09,44,16,18
2011/11/09,45,11,18
2011/11/09,46,12,18
2011/11/09,47,5,11
2011/11/09,48,0,15
2011/11/09,49,3,15
2011/11/09,50,8,15
2011/11/09,51,7,15
2011/11/09,52,5,15
2011/11/09,53,13,15
2011/11/09,54,0,15
2011/11/09,55,3,15
2011/11/09,56,12,15
2011/11/09,57,11,11
2011/11/09,58,6,18
2011/11/09,59,11,15
2011/11/09,60,13,15
2011/11/09,61,7,19
2011/11/09,62,6,14
2011/11/09,63,8,15
2011/11/09,64,6,15
2011/11/10,3,7,15
2011/11/10,4,3,14
2011/11/10,5,7,15
2011/11/10,6,6,10
2011/11/10,7,9,15
2011/11/10,8,8,14
2011/11/10,9,8,19
2011/11/10,10,18,19
2011/11/10,11,11,15
2011/11/10,12,7,15
2011/11/10,13,10,15
2011/11/10,14,11,17
2011/11/10,15,14,15
2011/11/10,16,5,19
2011/11/10,17,1,10
2011/11/10,18,10,15
2011/11/10,20,8,19
2011/11/10,21,11,25
2011/11/10,22,35,47
2011/11/10,23,9,19
2011/11/10,24,14,15
2011/11/10,25,8,15
2011/11/10,26,10,15
2011/11/10,27,5,15
2011/11/10,29,6,15
2011/11/10,30,4,15
2011/11/10,31,7,11
2011/11/10,32,2,10
2011/11/10,33,11,19
2011/11/10,34,5,15
2011/11/10,35,10,11
2011/11/10,36,2,16
2011/11/10,37,8,15
2011/11/10,38,7,47
2011/11/10,39,6,19
2011/11/10,40,11,15
2011/11/10,41,3,19
2011/11/10,42,11,17
2011/11/10,43,9,15
2011/11/10,44,8,19
2011/11/10,45,7,19
2011/11/10,46,0,19
2011/11/10,47,5,11
2011/11/10,48,6,14
2011/11/10,49,4,15
2011/11/10,50,12,15
2011/11/10,51,5,15
2011/11/10,52,11,14
2011/11/10,53,10,15
2011/11/10,54,9,11
2011/11/10,55,6,14
2011/11/10,56,11,15
2011/11/10,57,3,10
2011/11/10,58,7,27
2011/11/10,59,14,15
2011/11/10,60,3,14
2011/11/10,61,23,25
2011/11/10,62,11,15
2011/11/10,63,4,14
2011/11/10,64,12,19
2011/11/11,3,2,15
2011/11/11,4,14,14
2011/11/11,5,5,15
2011/11/11,6,8,11
2011/11/11,7,4,15
2011/11/11,8,14,14
2011/11/11,9,6,19
2011/11/11,10,12,19
2011/11/11,11,4,15
2011/11/11,12,12,15
2011/11/11,13,3,15
2011/11/11,14,2,17
2011/11/11,15,12,15
2011/11/11,16,15,19
2011/11/11,17,8,10
2011/11/11,18,8,15
2011/11/11,20,12,18
2011/11/11,21,1,25
2011/11/11,22,19,46
2011/11/11,23,10,19
2011/11/11,24,1,15
2011/11/11,25,13,15
2011/11/11,26,10,15
2011/11/11,27,14,15
2011/11/11,29,1,15
2011/11/11,30,10,15
2011/11/11,31,2,11
2011/11/11,32,11,11
2011/11/11,33,15,19
2011/11/11,34,2,15
2011/11/11,35,0,11
2011/11/11,36,6,17
2011/11/11,37,9,15
2011/11/11,38,44,47
2011/11/11,39,18,19
2011/11/11,40,14,14
2011/11/11,41,15,18
2011/11/11,42,9,19
2011/11/11,43,4,15
2011/11/11,44,5,19
2011/11/11,45,12,19
2011/11/11,46,9,19
2011/11/11,47,9,11
2011/11/11,48,4,15
2011/11/11,49,1,15
2011/11/11,50,2,15
2011/11/11,51,6,15
2011/11/11,52,11,15
2011/11/11,53,7,14
2011/11/11,54,1,10
2011/11/11,55,7,14
2011/11/11,56,12,15
2011/11/11,57,8,11
2011/11/11,58,13,27
2011/11/11,59,11,15
2011/11/11,60,14,14
2011/11/11,61,13,25
2011/11/11,62,9,15
2011/11/11,63,8,14
2011/11/11,64,3,19
2011/11/12,3,4,15
2011/11/12,4,9,14
2011/11/12,5,7,15
2011/11/12,6,5,11
2011/11/12,7,6,15
2011/11/12,8,14,15
2011/11/12,9,5,19
2011/11/12,10,19,19
2011/11/12,11,11,15
2011/11/12,12,10,15
2011/11/12,13,8,15
2011/11/12,14,11,17
2011/11/12,15,13,15
2011/11/12,16,9,19
2011/11/12,17,9,11
2011/11/12,18,5,15
2011/11/12,20,13,18
2011/11/12,21,4,25
2011/11/12,22,32,46
2011/11/12,23,8,19
2011/11/12,24,5,15
2011/11/12,25,4,15
2011/11/12,26,10,15
2011/11/12,27,4,15
2011/11/12,29,2,15
2011/11/12,30,7,15
2011/11/12,31,9,11
2011/11/12,32,6,8
2011/11/12,33,17,19
2011/11/12,34,4,15
2011/11/12,35,1,10
2011/11/12,36,4,17
2011/11/12,37,10,15
2011/11/12,38,35,47
2011/11/12,39,2,19
2011/11/12,40,8,14
2011/11/12,41,6,19
2011/11/12,42,13,19
2011/11/12,43,13,14
2011/11/12,44,12,19
2011/11/12,45,5,19
2011/11/12,46,11,19
2011/11/12,47,5,11
2011/11/12,48,2,15
2011/11/12,49,10,15
2011/11/12,50,5,15
2011/11/12,51,4,15
2011/11/12,52,12,15
2011/11/12,53,5,14
2011/11/12,54,4,10
2011/11/12,55,7,14
2011/11/12,56,9,15
2011/11/12,57,7,11
2011/11/12,58,16,27
2011/11/12,59,12,15
2011/11/12,60,14,14
2011/11/12,61,11,25
2011/11/12,62,9,15
2011/11/12,63,5,14
2011/11/12,64,5,18
2011/11/13,3,2,15
2011/11/13,4,6,13
2011/11/13,5,7,15
2011/11/13,6,7,11
2011/11/13,7,3,15
2011/11/13,8,9,15
2011/11/13,9,12,19
2011/11/13,10,3,19
2011/11/13,11,1,15
2011/11/13,12,10,15
2011/11/13,13,6,15
2011/11/13,14,2,17
2011/11/13,15,13,15
2011/11/13,16,7,19
2011/11/13,17,9,11
2011/11/13,18,3,15
2011/11/13,20,16,19
2011/11/13,21,13,25
2011/11/13,22,28,47
2011/11/13,23,8,19
2011/11/13,24,3,15
2011/11/13,25,11,15
2011/11/13,26,9,15
2011/11/13,27,13,15
2011/11/13,29,4,15
2011/11/13,30,6,15
2011/11/13,31,6,11
2011/11/13,32,8,11
2011/11/13,33,18,19
2011/11/13,34,9,15
2011/11/13,35,7,11
2011/11/13,36,9,17
2011/11/13,37,11,15
2011/11/13,38,27,46
2011/11/13,39,13,19
2011/11/13,40,11,14
2011/11/13,41,8,19
2011/11/13,42,14,19
2011/11/13,43,1,15
2011/11/13,44,4,19
2011/11/13,45,14,19
2011/11/13,46,14,19
2011/11/13,47,8,10
2011/11/13,48,6,15
2011/11/13,49,3,15
2011/11/13,50,11,14
2011/11/13,51,5,15
2011/11/13,52,7,15
2011/11/13,53,7,15
2011/11/13,54,6,10
2011/11/13,55,9,15
2011/11/13,56,6,15
2011/11/13,57,7,11
2011/11/13,58,15,26
2011/11/13,59,6,15
2011/11/13,60,14,15
2011/11/13,61,17,25
2011/11/13,62,11,15
2011/11/13,63,8,14
2011/11/13,64,7,18
2011/11/14,3,3,14
2011/11/14,4,7,13
2011/11/14,5,3,15
2011/11/14,6,8,10
2011/11/14,7,2,15
2011/11/14,8,3,15
2011/11/14,9,6,19
2011/11/14,10,11,19
2011/11/14,11,5,15
2011/11/14,12,6,15
2011/11/14,13,12,15
2011/11/14,14,7,17
2011/11/14,15,9,15
2011/11/14,16,7,19
2011/11/14,17,8,11
2011/11/14,18,7,15
2011/11/14,20,8,19
2011/11/14,21,15,25
2011/11/14,22,23,47
2011/11/14,23,18,19
2011/11/14,24,6,15
2011/11/14,25,11,15
2011/11/14,26,7,15
